,type,compound_score,pos_score,neg_score,neu_score,ellipses,exclamation,question,links
321,ENTP,0.23206199999999996,0.13918,0.0484,0.8124000000000001,31,7,17,5
322,INTP,-0.03569799999999999,0.10510000000000001,0.06924000000000001,0.8256599999999998,24,0,11,6
323,INTP,0.3352539999999999,0.19335999999999998,0.086,0.7206199999999999,49,6,7,0
324,INFJ,0.3673960000000001,0.19478,0.06568,0.73944,27,13,6,2
325,INFJ,0.274364,0.27792,0.0515,0.67062,27,9,9,7
326,INTP,0.21890000000000004,0.13354000000000002,0.07174,0.7947200000000001,36,0,4,1
327,ENFP,0.10987500000000001,0.11489285714285714,0.05217857142857142,0.8328571428571429,16,6,6,2
328,INFP,0.22256599999999999,0.16866,0.08817999999999998,0.74318,46,6,7,0
329,INTJ,0.15223,0.13024000000000002,0.06808,0.78172,45,3,4,4
330,INTJ,0.21517399999999998,0.17162,0.09528,0.7330200000000001,37,4,5,0
331,INFP,0.09419799999999999,0.09752000000000001,0.08972000000000001,0.81278,35,5,7,1
332,INFP,0.250892,0.14204000000000003,0.03948,0.8186000000000001,31,6,3,2
333,INFP,0.371028,0.19226,0.06808,0.7396800000000002,31,34,11,1
334,ISFP,0.522146,0.22219999999999998,0.037919999999999995,0.7399,33,48,8,3
335,ISFJ,0.137076,0.12384,0.08614,0.78998,38,7,9,4
336,INFP,0.08677,0.14936,0.1018,0.7488199999999999,30,1,9,0
337,INTP,0.301278,0.15755999999999998,0.07862,0.7637400000000001,39,14,8,0
338,INFP,-0.09443600000000002,0.08646000000000001,0.0984,0.81512,23,0,3,6
339,INTJ,0.09421999999999998,0.10521999999999998,0.07992,0.8148399999999998,21,1,14,0
340,INTJ,0.229116,0.20596,0.08224000000000001,0.71178,27,17,2,2
341,ENTP,0.126624,0.12388,0.07837999999999999,0.79762,44,5,6,4
342,ENFJ,0.42148,0.22227999999999998,0.08869999999999999,0.689,40,15,5,0
343,ISFJ,0.216874,0.16806000000000001,0.06036,0.77162,19,7,8,6
344,INTP,0.12963000000000002,0.11417999999999999,0.09020000000000002,0.79562,41,6,9,1
345,ISFP,0.3349220000000001,0.13906,0.05542,0.8055400000000001,40,1,4,0
346,ESTP,0.153804,0.14536000000000002,0.06378,0.7908,10,2,6,1
347,INFP,0.112638,0.11902000000000001,0.058219999999999994,0.8227399999999999,10,1,7,0
348,INTP,0.3514299999999999,0.25632,0.046099999999999995,0.69756,19,11,14,3
349,INTJ,0.1726568181818182,0.1278181818181818,0.0605,0.8116136363636365,31,0,6,0
350,INFP,0.16602400000000003,0.12484,0.09046000000000001,0.7847000000000002,41,4,2,0
351,INTJ,-0.025317999999999997,0.09645999999999999,0.08184,0.82178,21,20,9,8
352,INFP,0.277592,0.19304,0.06036,0.74664,31,9,9,0
353,INFP,0.389722,0.21292000000000003,0.05464,0.7324600000000001,72,40,19,2
354,INFJ,0.16472,0.10755999999999999,0.052700000000000004,0.8398200000000001,30,21,8,0
355,INFP,0.2451642857142857,0.1973571428571429,0.07392857142857143,0.7286904761904762,12,3,6,1
356,ENTP,0.18445,0.14202631578947372,0.06886842105263158,0.7891052631578949,12,4,3,6
357,INTP,0.171566,0.14578000000000002,0.08626000000000002,0.7678400000000001,30,1,12,4
358,INTP,0.19731200000000002,0.16646,0.09712000000000001,0.7363999999999998,32,0,1,0
359,INFJ,0.23195400000000002,0.14344,0.05468,0.8019,31,11,12,1
360,ENFP,0.55226,0.23351999999999998,0.02748,0.7389599999999998,72,18,6,0
361,INTJ,0.25259,0.15908,0.07068,0.7702399999999998,35,6,4,1
362,ENTP,0.023162000000000002,0.15991999999999998,0.15526,0.6848399999999998,18,3,7,0
363,ENFP,0.20897000000000002,0.12025999999999999,0.05404,0.82564,33,5,5,1
364,INFJ,0.418022,0.14624,0.040920000000000005,0.7928000000000001,45,0,0,2
365,ISTJ,0.10121400000000001,0.12226,0.08734,0.7905,47,0,3,0
366,INFP,0.430992,0.1667,0.06335999999999999,0.7699400000000002,59,8,20,3
367,INFP,0.08241799999999996,0.1023,0.08220000000000001,0.8155000000000001,34,2,8,5
368,INFP,0.20302,0.13415999999999997,0.053360000000000005,0.81246,55,6,2,3
369,INTJ,-0.0007640000000000069,0.09248,0.09417999999999999,0.8133399999999998,32,6,15,3
370,INTJ,0.061364,0.08231999999999999,0.058159999999999996,0.85942,41,1,7,1
371,INFP,0.21662999999999996,0.13464,0.0533,0.81214,39,4,3,1
372,INFJ,0.314264,0.14888,0.045880000000000004,0.80522,45,4,5,0
373,INFP,0.163548,0.13688,0.09286,0.7703200000000001,55,13,20,1
374,INFP,0.587190909090909,0.3574242424242424,0.04606060606060606,0.5964848484848485,16,9,0,0
375,ENTP,0.3131361111111111,0.16919444444444445,0.05983333333333333,0.7710555555555554,11,5,5,0
376,INTJ,0.34684600000000004,0.18084,0.05986,0.75934,27,10,5,0
377,INFP,0.334894,0.2059,0.06656000000000001,0.72752,46,11,10,0
378,INTJ,0.200052,0.17600000000000002,0.07658000000000001,0.74738,21,6,6,1
379,INTJ,-0.048149999999999984,0.1387,0.1243,0.737,6,1,0,1
380,INFP,0.195904,0.18614,0.09112,0.7226999999999998,44,11,16,0
381,ENFP,0.282476,0.15444000000000002,0.06907999999999999,0.7764399999999999,53,25,9,0
382,ISTP,-0.012972,0.0,0.011399999999999999,0.9886,0,0,0,91
383,INFP,0.242964,0.15522,0.07042,0.77444,40,10,8,0
384,ISFP,0.15342000000000006,0.15819999999999998,0.0655,0.7763,5,2,2,1
385,INFP,0.10407800000000002,0.14796,0.11965999999999999,0.73244,34,24,11,0
386,ENFP,0.270988,0.16233999999999998,0.05054,0.78712,15,30,8,1
387,ENTJ,0.30327241379310343,0.1974310344827586,0.06351724137931034,0.6184137931034482,33,3,9,0
388,ENFP,0.19252272727272723,0.10146969696969696,0.044636363636363634,0.6417575757575757,39,0,7,0
389,INFJ,0.067498,0.17434000000000002,0.1168,0.70884,26,60,10,4
390,INFJ,0.5268459999999999,0.259,0.03226,0.70876,27,37,6,1
391,ISFP,0.107682,0.13504,0.05050000000000001,0.8144599999999999,21,6,10,9
392,INFP,0.14707599999999998,0.14550000000000002,0.09521999999999999,0.75932,17,4,7,3
393,INTP,0.41863000000000006,0.21173999999999998,0.052399999999999995,0.7359,23,20,22,10
394,ESTP,0.20726199999999997,0.13548000000000002,0.07634,0.78822,17,0,13,4
395,ENTP,0.148218,0.12964,0.07840000000000001,0.7919200000000001,49,27,17,1
396,ENFP,0.326668,0.13468,0.04672,0.8185600000000001,68,14,5,3
397,INFP,-0.04444199999999999,0.11718,0.12816,0.7546999999999998,11,1,14,4
398,INFP,0.197872,0.11822,0.05704,0.80476,51,8,15,0
399,INFJ,0.37166999999999994,0.24654,0.0634,0.69002,58,29,15,1
400,INTJ,0.423722,0.16654,0.046799999999999994,0.7867599999999999,45,1,4,0
401,ISFP,0.32152000000000003,0.18587999999999996,0.05672,0.75744,29,9,11,1
402,INFJ,-0.036341666666666654,0.10658333333333335,0.09216666666666666,0.8012291666666668,41,0,12,3
403,ISFP,0.16713799999999998,0.1128,0.07304000000000001,0.81418,36,4,4,2
404,INFP,0.2030452380952381,0.11404761904761905,0.06138095238095239,0.8245238095238095,27,3,4,1
405,ENFP,0.6045928571428572,0.20435714285714285,0.023000000000000003,0.7726785714285713,25,4,10,3
406,INTP,0.18993000000000002,0.13884000000000002,0.07908,0.7820600000000002,36,0,15,0
407,INFP,0.16076086956521737,0.10282608695652173,0.04978260869565217,0.8038260869565217,5,2,0,1
408,INFJ,0.19415,0.1671,0.08888000000000001,0.7440399999999999,39,6,5,10
409,ENFP,0.32540600000000003,0.19835999999999998,0.08090000000000001,0.72068,30,10,38,1
410,INFP,0.20546199999999998,0.14344,0.0819,0.7746599999999999,44,12,5,4
411,INFJ,0.295412,0.15902,0.059660000000000005,0.7813599999999999,40,20,9,4
412,INTP,0.126598,0.1127,0.06446,0.8228200000000001,47,9,9,0
413,INFJ,0.429546,0.19546,0.03622,0.76838,24,27,11,1
414,INFJ,0.332392,0.23378,0.08961999999999999,0.67668,32,7,9,0
415,ISFJ,0.11437600000000002,0.14584,0.10377999999999998,0.7503800000000002,29,22,16,0
416,INFJ,0.132124,0.10568000000000001,0.05894,0.8353199999999998,26,5,14,0
417,INFP,0.41110800000000014,0.21727999999999997,0.08653999999999998,0.6961599999999999,44,22,11,0
418,INFJ,0.246527027027027,0.14408108108108106,0.07221621621621623,0.7837837837837839,35,3,3,0
419,INFP,0.198264,0.12222,0.0552,0.82258,21,2,4,4
420,INTP,0.064598,0.11224,0.1067,0.78096,29,1,2,0
421,ENTP,0.195186,0.11466000000000001,0.05606,0.8293,34,1,10,0
422,INTP,0.086056,0.08984,0.06863999999999999,0.8414400000000001,21,2,1,13
423,INFJ,0.11499199999999998,0.14942,0.08128,0.7693199999999999,19,0,4,4
424,INFJ,0.392098,0.20012000000000005,0.07478,0.72506,44,14,16,3
425,INTJ,0.40474400000000005,0.24547999999999998,0.06316000000000001,0.6913800000000002,20,2,11,1
426,INFP,0.14660400000000004,0.13499999999999998,0.05136,0.81364,22,3,8,13
427,INFP,0.266406,0.18004,0.053540000000000004,0.76646,36,13,13,0
428,ENFP,0.15304199999999998,0.10846,0.04928,0.8422600000000001,24,4,3,3
429,INFP,0.08756399999999999,0.07974,0.07447999999999999,0.8258,3,1,2,22
430,ESFP,0.08286999999999999,0.19201999999999997,0.04874,0.7593,0,1,2,6
431,ISTP,0.091128,0.13472,0.10450000000000001,0.7607199999999998,13,1,6,0
432,INFP,0.338104,0.19375999999999993,0.05759999999999999,0.7486400000000001,24,19,15,0
433,INTP,0.24759000000000003,0.1266,0.0585,0.81486,26,0,4,0
434,INFJ,0.156038,0.13536,0.07064,0.7740799999999999,29,2,5,1
435,ENFJ,0.313384,0.14386,0.06286,0.7933,56,21,10,0
436,INFP,0.124552,0.2202,0.07424,0.7055800000000001,20,22,12,2
437,ENTP,0.3953040000000001,0.17125999999999997,0.06552,0.7631399999999999,35,16,2,1
438,INTJ,0.287902,0.18774000000000002,0.036840000000000005,0.77544,24,8,4,12
439,INFJ,0.162598,0.13146,0.06373999999999999,0.8048000000000001,27,0,30,0
440,INFJ,0.285816,0.14958,0.05312,0.7972599999999999,29,2,7,1
441,INTP,0.128868,0.14456,0.09074000000000002,0.7646999999999999,23,1,0,1
442,ISTP,0.07366600000000001,0.12022000000000001,0.0803,0.79944,25,6,7,2
443,ENFP,0.20994545454545455,0.15409090909090908,0.0913409090909091,0.7545454545454546,24,9,7,7
444,ENFP,0.05550000000000001,0.12354000000000001,0.10332000000000001,0.7730799999999999,38,7,1,5
445,ENFP,0.39388599999999996,0.22918,0.08421999999999999,0.6866599999999999,36,29,6,0
446,ENFJ,0.142224,0.13418,0.07446,0.7913799999999999,30,12,6,0
447,ESTP,0.124248,0.11116000000000001,0.053320000000000006,0.8354600000000001,17,11,11,2
448,INFJ,0.29737800000000003,0.14812,0.06849999999999999,0.78334,39,1,16,0
449,INTJ,0.008637999999999993,0.09774,0.09906000000000001,0.80324,43,3,17,2
450,ENTP,0.31019399999999997,0.17333999999999997,0.08548,0.7411599999999998,31,4,6,4
451,INFP,0.32510600000000006,0.1489,0.015060000000000002,0.83604,25,50,2,0
452,INFP,0.25919000000000003,0.12354,0.05550000000000001,0.8209000000000002,32,2,9,7
453,INTP,0.18535000000000001,0.1295,0.06342,0.80696,24,3,4,4
454,INFP,0.085146,0.14704,0.09966000000000001,0.7533399999999999,11,2,11,3
455,INTJ,0.22183200000000003,0.18816000000000002,0.07376,0.7380599999999999,24,25,29,9
456,ENTP,0.153002,0.14828000000000002,0.08244,0.76928,30,4,11,1
457,INTP,0.27608,0.18355999999999997,0.07696,0.7394399999999999,19,6,15,0
458,ISTJ,0.345024,0.17434000000000002,0.044199999999999996,0.78146,35,9,8,0
459,INTJ,0.12952,0.09947999999999999,0.0472,0.85334,18,8,16,8
460,INTJ,0.266306,0.17675999999999997,0.07384,0.74942,22,4,3,1
461,INTJ,0.019764,0.10296,0.07238,0.8246399999999998,13,6,10,0
462,ENFP,0.167018,0.13198,0.06313999999999999,0.80488,45,13,6,2
463,ISTP,0.23457999999999996,0.15738,0.03626,0.8063400000000002,41,12,5,5
464,INTJ,0.231454,0.12004,0.05050000000000001,0.82954,35,1,4,1
465,INFJ,0.094016,0.10362,0.07937999999999999,0.81698,15,2,10,5
466,INFJ,0.382288,0.17482,0.06706,0.7581399999999999,40,16,7,0
467,INFP,0.22392200000000004,0.19574000000000003,0.08248000000000001,0.7217399999999999,34,18,8,4
468,INFJ,0.236222,0.12446,0.056720000000000007,0.8188,23,2,2,0
469,INFP,0.03215000000000001,0.09657142857142856,0.09635714285714285,0.8070714285714286,11,0,0,0
470,ENFP,0.20216599999999998,0.20128000000000001,0.08076,0.7179800000000001,23,29,31,0
471,ENTP,0.35620571428571435,0.15137142857142857,0.056485714285714285,0.7921142857142858,27,0,2,0
472,INFJ,0.5046780000000001,0.28125999999999995,0.06988,0.64886,30,5,8,0
473,INFP,0.03604600000000001,0.1188,0.08696,0.7942199999999999,34,4,0,3
474,ISTP,0.2358339622641509,0.1361132075471698,0.04349056603773586,0.7826415094339624,31,9,33,0
475,INFJ,0.10076200000000002,0.09489999999999998,0.06664,0.8383799999999999,41,9,6,0
476,ESTP,0.3557325581395349,0.16055813953488374,0.06074418604651163,0.7786511627906978,35,4,14,0
477,ENFP,0.227712,0.17154,0.07153999999999999,0.7569400000000002,30,12,4,1
478,ISTP,0.10699,0.10996,0.11042,0.7795599999999999,23,0,6,0
479,INFP,0.43694199999999994,0.17516,0.03944,0.78542,47,7,6,0
480,INFJ,0.44954680851063833,0.1796595744680851,0.02606382978723404,0.7942765957446812,31,21,14,0
481,INFP,0.12409799999999999,0.10619999999999999,0.07592,0.8178399999999999,43,11,29,0
482,INTJ,0.11727799999999998,0.11943999999999999,0.04426,0.8363200000000001,20,5,9,13
483,ENFP,0.06131399999999999,0.10550000000000001,0.0828,0.8117599999999999,36,0,13,10
484,INFJ,0.194344,0.15972,0.04674,0.7935,28,13,12,0
485,INTP,0.102158,0.09814,0.06724000000000001,0.8345999999999999,37,9,7,5
486,INTJ,0.307494,0.13724,0.05353999999999999,0.80926,47,9,8,0
487,INTP,0.11428200000000001,0.1654,0.09782,0.7368600000000001,39,3,5,0
488,ENFP,0.448324,0.24072,0.06928,0.6899199999999999,24,19,6,0
489,INFP,0.09988600000000002,0.1067,0.06656,0.8266800000000001,24,0,8,26
490,ENTJ,0.23729999999999996,0.11368,0.05042,0.8359400000000001,32,4,17,0
491,INTP,0.08996799999999999,0.12892,0.06376,0.80726,19,5,12,8
492,INFP,0.36959000000000003,0.17704,0.06838,0.75452,45,19,10,1
493,INTP,0.19935000000000003,0.14801999999999998,0.09477999999999998,0.7572000000000001,39,4,18,0
494,INTP,0.0013620000000000054,0.10171999999999999,0.11254,0.78574,28,0,13,2
495,INFP,0.28280600000000006,0.15855999999999998,0.06831999999999999,0.77314,26,8,1,2
496,INFJ,0.266662,0.15338,0.034980000000000004,0.8116599999999999,41,0,7,6
497,ENTP,0.03472307692307692,0.0694871794871795,0.0656153846153846,0.864897435897436,9,1,7,0
498,INFJ,0.48771000000000003,0.21086,0.0506,0.73844,36,16,13,1
499,INTJ,0.148922,0.13040000000000002,0.06366,0.80598,31,0,4,4
500,INTJ,0.10549999999999998,0.20414,0.13372,0.6621600000000001,10,0,1,0
501,INFJ,0.091984,0.11746000000000001,0.09078,0.7916599999999999,41,15,20,1
502,ENTP,0.191758,0.17192,0.07894,0.7491599999999999,24,1,7,5
503,INTJ,0.15408813559322035,0.08452542372881358,0.041220338983050844,0.7556271186440678,45,0,21,3
504,INFP,0.038984000000000005,0.16581999999999997,0.13127999999999998,0.703,32,1,11,1
505,INTP,0.235084,0.17404000000000003,0.056760000000000005,0.76922,20,1,11,0
506,INFP,0.27920999999999996,0.12054000000000001,0.024179999999999997,0.8553000000000002,32,2,8,2
507,ISFP,0.576456,0.20604,0.043660000000000004,0.7502599999999999,39,25,7,1
508,ISFP,0.38216388888888886,0.21516666666666667,0.06341666666666666,0.7215277777777778,17,21,3,1
509,ISTP,0.17903,0.16205999999999995,0.08120000000000001,0.75676,10,14,6,4
510,INTP,0.23725199999999996,0.14223999999999998,0.07214,0.7855599999999998,37,13,8,0
511,INTJ,0.10973800000000003,0.11532,0.05772,0.82702,25,0,10,2
512,INFJ,0.24209799999999998,0.16447999999999996,0.07682,0.7586799999999999,37,19,5,0
513,ENTJ,0.25623799999999997,0.25378,0.08734,0.6589,15,20,7,0
514,INTJ,0.17189200000000004,0.1272,0.07306,0.79972,40,4,14,3
515,INFJ,0.19816200000000003,0.15608,0.07275999999999999,0.77116,46,2,11,1
516,ENFJ,0.203608,0.15410000000000001,0.07029999999999999,0.77556,34,2,11,4
517,INTJ,0.22194000000000003,0.13574,0.053599999999999995,0.81064,53,0,19,2
518,INFJ,0.118212,0.12388,0.06228000000000001,0.81384,7,2,7,3
519,ENTJ,0.15517,0.10832000000000001,0.08143999999999998,0.8101999999999999,36,3,6,3
520,INTP,0.110602,0.10688,0.07306,0.8200800000000001,19,0,3,2
521,INTJ,0.053094,0.03192,0.01716,0.93094,18,5,3,85
522,INTJ,0.19490200000000002,0.12514,0.0799,0.79502,25,0,1,0
523,ISTP,0.24564599999999998,0.154,0.07958,0.7663999999999999,25,4,2,1
524,INFJ,0.385346,0.15276,0.047920000000000004,0.79932,47,6,7,0
525,INFP,0.21573000000000003,0.18023999999999998,0.08805999999999999,0.7317,27,12,11,1
526,INFP,0.311046,0.205,0.058679999999999996,0.7363200000000001,34,15,1,0
527,INTP,0.619908,0.32841999999999993,0.03448,0.6370600000000001,19,50,1,11
528,INTP,0.109366,0.12716000000000002,0.07106,0.80172,21,1,10,3
529,ESFP,0.45353600000000005,0.28447999999999996,0.09314,0.6224200000000001,34,97,14,0
530,INFJ,0.36491599999999996,0.2314,0.05198,0.7166000000000001,18,4,3,5
531,INTP,0.122502,0.11038,0.0772,0.8123600000000002,23,4,10,0
532,INFJ,0.11993400000000001,0.11498000000000001,0.10126000000000002,0.78372,24,5,9,6
533,ISFJ,0.285562,0.13278,0.0557,0.81156,40,6,10,1
534,ENTJ,0.09879999999999999,0.12664,0.09609999999999999,0.7772999999999999,15,2,11,2
535,INFP,0.015824000000000008,0.10189999999999999,0.08721999999999999,0.81086,39,0,3,0
536,ENTP,-0.030863999999999992,0.08829999999999999,0.10216000000000001,0.8094800000000001,22,18,11,1
537,INFP,0.442408,0.17412,0.013199999999999998,0.8127200000000001,13,3,3,1
538,ENFJ,0.43885399999999997,0.23306000000000002,0.044000000000000004,0.72292,17,8,0,1
539,INFP,0.109866,0.10952,0.06552,0.82494,27,2,3,23
540,INFP,0.246102,0.19316,0.07336,0.7134800000000001,27,18,54,0
541,ENFP,0.410086,0.1885,0.06176,0.74964,35,11,4,8
542,INFP,0.44716400000000006,0.25588,0.06924,0.67486,27,24,2,0
543,ISFJ,0.013553061224489802,0.07716326530612246,0.08259183673469388,0.8403061224489797,31,0,12,4
544,INTJ,0.228198,0.13234,0.08672,0.78092,32,1,11,7
545,INFJ,0.14445799999999998,0.11082,0.07107999999999999,0.81808,12,19,11,2
546,ESTJ,0.305606,0.16573999999999997,0.0432,0.7910600000000001,30,21,14,0
547,INFJ,0.2688552631578947,0.1591578947368421,0.06778947368421052,0.7730526315789475,28,8,1,1
548,INTP,0.11872800000000001,0.1211,0.08012000000000001,0.79874,35,0,4,3
549,INFP,0.150424,0.12007999999999999,0.08446,0.7954400000000001,30,2,12,2
550,ISFJ,0.39119,0.19084000000000004,0.04808,0.7611,43,43,14,2
551,INFJ,0.049222,0.1,0.0793,0.8206600000000001,34,1,5,1
552,ENTP,0.146338,0.11166000000000001,0.051,0.83738,45,1,7,4
553,ENTJ,0.104008,0.13698,0.08288000000000001,0.7800999999999999,22,33,10,1
554,ENTP,-0.040854,0.11762000000000002,0.13266,0.7497599999999999,19,16,15,0
555,INTJ,0.44334199999999996,0.22976,0.050320000000000004,0.71994,34,0,6,0
556,INFP,-0.010024000000000002,0.11430000000000001,0.09748000000000001,0.7881999999999999,40,23,27,0
557,INFP,0.265316,0.15768,0.07673999999999999,0.76554,48,20,4,0
558,INFJ,0.3731920000000001,0.21220000000000003,0.05006,0.73772,26,4,3,5
559,INTJ,0.03802799999999998,0.10705999999999999,0.09763999999999999,0.79534,37,4,8,1
560,INTJ,0.330606,0.18008,0.051620000000000006,0.7683200000000001,26,2,23,1
561,INTP,0.068822,0.1284,0.10210000000000001,0.7694799999999999,33,4,21,0
562,INTJ,0.22887600000000002,0.22278000000000003,0.05972,0.71754,42,16,12,0
563,INFJ,0.3750795454545454,0.2361363636363637,0.04752272727272728,0.7163636363636363,16,11,2,2
564,INFP,0.30764600000000003,0.18156,0.06372,0.7547400000000002,33,15,10,2
565,ENTP,0.5292020000000001,0.20886,0.033319999999999995,0.7577800000000002,31,4,16,0
566,ENTJ,0.09369200000000001,0.14085999999999999,0.0797,0.7795000000000001,23,8,9,9
567,ISTP,0.19187199999999996,0.11376,0.04754,0.8386800000000001,18,3,1,26
568,INFP,0.18912000000000004,0.13532,0.06034,0.80428,46,10,15,3
569,ENFP,0.15666818181818185,0.1453636363636364,0.11443181818181819,0.74025,46,7,10,0
570,ISTP,0.170856,0.13818,0.08937999999999999,0.77238,44,4,4,0
571,INTP,0.156242,0.1338,0.06866,0.7976199999999999,29,0,8,0
572,INFP,0.19846999999999998,0.13262,0.061020000000000005,0.8063400000000001,20,1,1,0
573,INFJ,0.32455,0.21073999999999998,0.04776,0.7414800000000001,16,9,8,0
574,INFJ,0.286068,0.15846,0.07538,0.7660999999999999,39,21,17,1
575,ENTP,0.12919200000000003,0.16614,0.09020000000000002,0.7435600000000001,40,6,6,0
576,INFJ,0.35754199999999997,0.18838000000000002,0.06874,0.74288,37,9,19,1
577,INTP,0.11178199999999999,0.1339,0.10662,0.7594200000000001,28,1,9,0
578,INTJ,0.102212,0.10806,0.07676,0.8151599999999999,31,3,14,1
579,INFP,0.32882,0.14851999999999999,0.04762,0.80396,33,1,16,6
580,INFP,0.019255000000000005,0.133575,0.11259999999999999,0.753825,23,2,3,3
581,INFJ,0.35916800000000004,0.13682,0.04334,0.81982,46,24,17,2
582,ENFP,0.19868199999999997,0.17954,0.08332,0.7370800000000002,25,17,9,4
583,ISFP,0.13312,0.15698,0.03004,0.8130000000000002,4,5,0,3
584,INFJ,0.22251086956521743,0.23499999999999996,0.08441304347826087,0.6806086956521739,22,11,1,0
585,INTJ,0.14658199999999996,0.11901999999999999,0.06848000000000001,0.8124600000000001,47,3,9,0
586,INTP,0.29319999999999996,0.15938,0.04958,0.7911,70,17,6,0
587,ENTP,0.17870799999999998,0.13646,0.06274,0.80078,17,13,9,6
588,ENFJ,0.131838,0.10918000000000001,0.07186000000000001,0.8189400000000002,27,3,6,4
589,ENTP,0.283068,0.1516,0.07,0.7783599999999998,36,5,17,0
590,INTJ,0.31608400000000003,0.13354000000000002,0.05516,0.8113000000000001,42,0,1,2
591,INFP,0.2296,0.15302000000000002,0.08768,0.75932,31,10,7,4
592,ENFP,0.07221,0.10726000000000001,0.10006,0.7927000000000001,41,1,0,4
593,ESTP,0.13295581395348838,0.15688372093023256,0.11046511627906977,0.7325813953488373,18,15,14,5
594,INFP,0.281068,0.12678,0.048420000000000005,0.82474,38,4,3,3
595,ESTJ,-0.063846,0.05586,0.057960000000000005,0.8861600000000002,10,0,2,1
596,INFP,0.113226,0.11359999999999999,0.04456,0.8418800000000001,20,1,3,1
